psu_wattage,psu_form_factor,psu_length,psu_efficiency,case_supported_psu,case_psu_clearance,label
1000.0,ATX,180.0,80+ GOLD,ATX,180.0,1
1500.0,ATX,180.0,80+ PLATINUM,SFX | SFX-L,,0
750.0,ATX,175.0,80+ TITANIUM,ATX,220.0,1
850.0,SFX,100.0,80+ GOLD,ATX,220.0,0
750.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
850.0,ATX,122.0,80+ GOLD,SFX | SFX-L,,0
1300.0,ATX,170.0,80+ PLATINUM,ATX,,1
850.0,SFX,100.0,,ATX,,0
500.0,SFX,125.0,80+ GOLD,ATX,,0
750.0,ATX,150.0,80+ GOLD,ATX,200.0,1
600.0,SFX,130.0,80+ BRONZE,ATX,,0
1050.0,ATX,180.0,80+ PLATINUM,ATX,200.0,1
600.0,ATX,140.0,80+ GOLD,ATX,200.0,1
650.0,ATX,140.0,80+ GOLD,ATX,,1
800.0,ATX,160.0,80+ BRONZE,ATX,220.0,1
300.0,Flex ATX,150.0,80+ GOLD,ATX,,0
700.0,ATX,140.0,80+,ATX,220.0,1
750.0,ATX,160.0,80+ BRONZE,ATX,,1
300.0,TFX,175.0,80+ BRONZE,ATX,,0
650.0,SFX,100.0,80+ GOLD,ATX,180.0,0
750.0,ATX,140.0,80+ GOLD,ATX,,1
1200.0,ATX,231.0,,ATX,160.0,0
500.0,SFX,100.0,80+ BRONZE,ATX,220.0,0
220.0,Mini-ITX,150.0,,ATX | SFX | SFX-L,220.0,0
500.0,ATX,140.0,80+ BRONZE,ATX,220.0,1
1300.0,ATX,140.0,80+ GOLD,ATX,220.0,1
220.0,Flex ATX,,,ATX,250.0,0
1000.0,ATX,150.0,80+ GOLD,ATX,220.0,1
500.0,ATX,165.0,80+ BRONZE,ATX,160.0,0
1000.0,ATX,160.0,80+ GOLD,ATX,223.0,1
300.0,SFX,100.0,80+,ATX,220.0,0
850.0,ATX,140.0,80+ PLATINUM,SFX | SFX-L,,0
1650.0,ATX,180.0,80+ GOLD,ATX,160.0,0
550.0,ATX,160.0,80+ BRONZE,ATX,,1
1300.0,ATX,150.0,80+ GOLD,ATX,,1
500.0,ATX,160.0,,ATX,180.0,1
1000.0,ATX,170.0,80+ TITANIUM,ATX,160.0,0
1000.0,ATX,180.0,80+ PLATINUM,ATX,180.0,1
600.0,ATX,165.0,,ATX,200.0,1
300.0,TFX,175.0,80+ BRONZE,ATX,,0
1200.0,ATX,140.0,80+ GOLD,ATX,220.0,1
750.0,SFX,100.0,80+ PLATINUM,ATX,,0
400.0,ATX,140.0,80+,ATX,200.0,1
700.0,ATX,140.0,80+,ATX,220.0,1
430.0,ATX,140.0,80+,ATX,240.0,1
850.0,ATX,140.0,80+ GOLD,ATX,,1
750.0,ATX,160.0,80+ BRONZE,ATX,200.0,1
650.0,ATX,140.0,80+ GOLD,SFX | SFX-L,,0
600.0,ATX,140.0,,ATX,200.0,1
750.0,ATX,140.0,80+ GOLD,ATX,200.0,1
420.0,TFX,171.0,,ATX,220.0,0
850.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
500.0,ATX,160.0,80+ BRONZE,SFX | SFX-L,,0
1200.0,ATX,224.0,80+ TITANIUM,ATX,180.0,0
600.0,SFX,100.0,80+ GOLD,SFX | SFX-L,,1
350.0,SFX,100.0,80+ BRONZE,ATX,180.0,0
550.0,ATX,165.0,80+ GOLD,SFX | SFX-L,,0
650.0,ATX,160.0,80+ BRONZE,ATX,220.0,1
300.0,SFX,100.0,80+ BRONZE,ATX,,0
300.0,SFX,100.0,80+ BRONZE,ATX,,0
1000.0,ATX,182.0,80+ GOLD,ATX,180.0,0
1050.0,ATX,160.0,80+ PLATINUM,ATX,150.0,0
850.0,ATX,180.0,80+ GOLD,ATX,220.0,1
600.0,ATX,140.0,80+,ATX,,1
500.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
750.0,SFX,100.0,80+ PLATINUM,ATX,160.0,0
750.0,ATX,140.0,80+ GOLD,ATX,170.0,1
750.0,ATX,165.0,80+ GOLD,ATX,182.0,1
750.0,ATX,140.0,80+ BRONZE,ATX,180.0,1
450.0,SFX,100.0,80+ BRONZE,ATX,250.0,0
850.0,SFX,125.0,80+ PLATINUM,ATX,170.0,0
1000.0,ATX,140.0,80+ GOLD,ATX,160.0,1
450.0,ATX,140.0,80+ BRONZE,ATX,223.0,1
550.0,SFX,100.0,80+ GOLD,ATX,,0
1200.0,ATX,200.0,80+ SILVER,ATX,,1
450.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
650.0,ATX,160.0,80+ GOLD,ATX,182.0,1
650.0,ATX,160.0,80+ BRONZE,ATX,220.0,1
600.0,ATX,140.0,80+,SFX | SFX-L,,0
750.0,ATX,180.0,80+ GOLD,ATX,,1
650.0,ATX,163.0,80+ GOLD,ATX,,1
1200.0,ATX,160.0,80+ GOLD,ATX,,1
550.0,ATX,140.0,80+ BRONZE,ATX,180.0,1
850.0,SFX,100.0,80+ GOLD,ATX,,0
600.0,ATX,140.0,80+ GOLD,ATX,223.0,1
850.0,ATX,180.0,80+ GOLD,ATX,160.0,0
750.0,ATX,140.0,80+ GOLD,ATX,220.0,1
850.0,ATX,160.0,80+ GOLD,ATX,,1
250.0,SFX,100.0,80+ BRONZE,ATX,,0
650.0,SFX,100.0,80+ PLATINUM,ATX,,0
620.0,ATX,162.0,80+ BRONZE,ATX | SFX | SFX-L,220.0,1
500.0,ATX,140.0,80+,SFX | SFX-L,,0
450.0,ATX,140.0,,ATX,,1
1000.0,ATX,140.0,80+ GOLD,ATX,,1
1000.0,SFX,100.0,80+ PLATINUM,ATX,180.0,0
450.0,ATX,140.0,80+ BRONZE,ATX,223.0,1
650.0,SFX,125.0,80+ GOLD,ATX,,0
750.0,ATX,150.0,80+ GOLD,ATX,180.0,1
750.0,ATX,140.0,80+ GOLD,ATX,,1
300.0,TFX,185.0,80+ BRONZE,ATX,,0
750.0,ATX,140.0,80+ GOLD,ATX,180.0,1
700.0,ATX,160.0,,ATX,180.0,1
1000.0,ATX,180.0,80+ TITANIUM,ATX,180.0,1
750.0,ATX,163.0,80+ GOLD,ATX,160.0,0
1000.0,ATX,140.0,80+ GOLD,ATX,200.0,1
350.0,ATX,139.0,80+ BRONZE,ATX,,1
1000.0,ATX,190.0,80+ GOLD,ATX,180.0,0
600.0,SFX,100.0,80+ PLATINUM,ATX,,0
1050.0,ATX,190.0,80+ GOLD,ATX,150.0,0
900.0,ATX,165.0,80+ GOLD,ATX,180.0,1
850.0,ATX,140.0,80+ GOLD,ATX,,1
550.0,SFX,100.0,80+ GOLD,ATX,200.0,0
850.0,ATX,160.0,80+ GOLD,ATX,200.0,1
1000.0,ATX,140.0,80+ GOLD,ATX,,1
750.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
750.0,ATX,140.0,80+ GOLD,Flex ATX,,0
1000.0,ATX,180.0,80+ PLATINUM,ATX,220.0,1
700.0,ATX,160.0,80+ GOLD,ATX,223.0,1
850.0,ATX,150.0,80+ GOLD,ATX,200.0,1
850.0,ATX,140.0,80+ GOLD,ATX,,1
1200.0,ATX,160.0,80+ GOLD,ATX,220.0,1
750.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
750.0,ATX,150.0,80+ GOLD,ATX,200.0,1
650.0,ATX,160.0,80+ BRONZE,ATX,,1
1000.0,ATX,140.0,80+ GOLD,ATX,,1
1200.0,ATX,180.0,80+ PLATINUM,ATX,223.0,1
750.0,ATX,160.0,80+ GOLD,ATX,,1
750.0,ATX,180.0,80+ GOLD,ATX,200.0,1
850.0,SFX,99.0,80+ GOLD,ATX,220.0,0
250.0,Mini-ITX,150.0,80+,ATX,180.0,0
1200.0,ATX,175.0,80+ TITANIUM,SFX | SFX-L,,0
450.0,ATX,,,ATX,180.0,1
550.0,ATX,140.0,80+ BRONZE,ATX,,1
650.0,ATX,149.0,80+ GOLD,ATX,,1
650.0,ATX,160.0,80+ GOLD,ATX,220.0,1
750.0,ATX,160.0,80+ BRONZE,ATX,170.0,1
300.0,TFX,175.0,80+ BRONZE,ATX,220.0,0
550.0,ATX,140.0,80+ GOLD,ATX,220.0,1
850.0,ATX,140.0,80+ GOLD,SFX | SFX-L,,0
1000.0,ATX,180.0,80+ PLATINUM,ATX,220.0,1
650.0,SFX,100.0,80+ GOLD,ATX,,0
1200.0,ATX,190.0,80+ GOLD,ATX,180.0,0
750.0,ATX,182.0,80+ GOLD,ATX,180.0,0
650.0,ATX,139.0,80+ GOLD,ATX,265.0,1
250.0,SFX,100.0,,ATX,160.0,0
300.0,TFX,,80+ BRONZE,ATX,200.0,0
400.0,Flex ATX,150.0,80+ GOLD,ATX,200.0,0
300.0,ATX,,80+,ATX,220.0,1
1000.0,ATX,140.0,80+ PLATINUM,ATX,,1
750.0,ATX,160.0,80+ BRONZE,ATX,,1
500.0,ATX,160.0,80+ GOLD,ATX,180.0,1
750.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
1300.0,ATX,140.0,80+ GOLD,ATX,223.0,1
500.0,ATX,139.0,80+ BRONZE,ATX,223.0,1
750.0,ATX,140.0,80+ GOLD,SFX | SFX-L,,0
1000.0,ATX,140.0,80+ GOLD,ATX,220.0,1
750.0,ATX,,80+,ATX,,1
750.0,ATX,160.0,80+ PLATINUM,ATX,220.0,1
550.0,ATX,160.0,80+ PLATINUM,ATX,220.0,1
650.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
850.0,SFX,100.0,,ATX,,0
850.0,ATX,140.0,80+ GOLD,ATX,223.0,1
650.0,ATX,160.0,80+ GOLD,ATX,250.0,1
650.0,ATX,139.0,80+ BRONZE,ATX,,1
850.0,ATX,201.0,80+ PLATINUM,ATX,200.0,0
530.0,ATX,160.0,,SFX | SFX-L,,0
500.0,ATX,160.0,80+,Flex ATX,,0
850.0,ATX,150.0,80+ GOLD,ATX,220.0,1
650.0,ATX,160.0,80+ BRONZE,ATX,,1
750.0,SFX,100.0,80+ PLATINUM,ATX,223.0,0
250.0,SFX,100.0,,ATX,180.0,0
1200.0,ATX,,80+ PLATINUM,ATX,,1
400.0,ATX,,,ATX,220.0,1
850.0,ATX,140.0,80+ GOLD,ATX,250.0,1
850.0,SFX,100.0,80+ PLATINUM,ATX,220.0,0
750.0,ATX,140.0,80+ GOLD,ATX,,1
750.0,ATX,160.0,80+ GOLD,ATX,200.0,1
650.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
850.0,ATX,140.0,80+ GOLD,ATX,,1
450.0,ATX,165.0,80+ GOLD,SFX | SFX-L,,0
1800.0,ATX,230.0,80+ GOLD,ATX,220.0,0
1650.0,ATX,180.0,80+ PLATINUM,ATX,,1
750.0,ATX,170.0,80+ BRONZE,ATX,180.0,1
700.0,ATX,190.0,80+ GOLD,ATX,220.0,1
850.0,ATX,140.0,80+ GOLD,ATX,,1
600.0,ATX,140.0,80+,ATX,200.0,1
1050.0,ATX,180.0,80+ PLATINUM,ATX,160.0,0
850.0,ATX,160.0,80+ BRONZE,SFX | SFX-L,,0
400.0,ATX,160.0,80+ GOLD,ATX,200.0,1
650.0,ATX,140.0,80+ BRONZE,ATX,160.0,1
2000.0,ATX,230.0,80+ GOLD,ATX,,1
650.0,ATX,170.0,80+ TITANIUM,ATX,,1
550.0,SFX,100.0,80+ GOLD,ATX,,0
650.0,ATX,140.0,80+ BRONZE,ATX,220.0,1
600.0,ATX,140.0,80+ GOLD,ATX,,1
550.0,ATX,165.0,80+ BRONZE,ATX,,1
850.0,ATX,175.0,80+ TITANIUM,ATX,220.0,1
850.0,ATX,180.0,80+ PLATINUM,ATX,160.0,0
850.0,ATX,180.0,80+ BRONZE,SFX | SFX-L,,0
450.0,ATX,125.0,80+ WHITE,SFX | SFX-L,,0
600.0,Flex ATX,150.0,80+ PLATINUM,ATX,200.0,0
550.0,ATX,160.0,80+ GOLD,ATX,,1
650.0,ATX,140.0,,SFX | SFX-L,,0
1000.0,SFX,130.0,80+ GOLD,ATX,223.0,0
1250.0,ATX,180.0,80+ GOLD,ATX,182.0,1
1000.0,ATX,170.0,80+ PLATINUM,ATX,,1
1200.0,ATX,200.0,80+ TITANIUM,ATX,182.0,0
500.0,ATX,160.0,80+,ATX,,1
650.0,ATX,170.0,80+ GOLD,SFX | SFX-L,,0
750.0,ATX,159.0,80+ GOLD,SFX | SFX-L,,0
850.0,SFX,100.0,80+ GOLD,ATX,180.0,0
700.0,SFX,100.0,80+ PLATINUM,ATX,160.0,0
850.0,ATX,140.0,80+ PLATINUM,SFX | SFX-L,,0
500.0,ATX,140.0,80+,ATX,160.0,1
1600.0,ATX,240.0,80+ GOLD,ATX,200.0,0
1000.0,ATX,150.0,80+ GOLD,ATX,180.0,1
850.0,ATX,140.0,80+ PLATINUM,ATX,220.0,1
300.0,Flex ATX,150.0,80+ BRONZE,ATX,,0
850.0,ATX,140.0,80+ GOLD,ATX,240.0,1
650.0,ATX,139.0,80+,ATX,223.0,1
800.0,ATX,160.0,80+ GOLD,ATX,,1
1250.0,ATX,,80+ GOLD,ATX,,1
500.0,ATX,140.0,80+ PLATINUM,ATX,,1
525.0,ATX,139.0,,SFX | SFX-L,,0
650.0,ATX,170.0,80+ TITANIUM,ATX,220.0,1
700.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
500.0,ATX,140.0,80+ BRONZE,ATX,150.0,1
1000.0,ATX,140.0,80+ GOLD,ATX,,1
550.0,ATX,140.0,80+,SFX | SFX-L,,0
550.0,ATX,169.0,80+ PLATINUM,SFX | SFX-L,,0
550.0,SFX,100.0,80+ GOLD,ATX,220.0,0
700.0,ATX,139.0,,SFX | SFX-L,,0
850.0,ATX,188.0,80+ GOLD,ATX,170.0,0
1200.0,ATX,160.0,80+ PLATINUM,ATX,160.0,1
850.0,ATX,177.0,80+ GOLD,ATX,200.0,1
850.0,ATX,175.0,80+ TITANIUM,ATX,220.0,1
750.0,ATX,140.0,80+ GOLD,ATX,180.0,1
1000.0,ATX,165.0,80+ GOLD,ATX,,1
750.0,SFX,100.0,80+ PLATINUM,ATX,200.0,0
1200.0,ATX,175.0,80+,ATX,200.0,1
850.0,ATX,140.0,80+ GOLD,SFX | SFX-L,,0
750.0,ATX,140.0,80+ GOLD,ATX,180.0,1
550.0,ATX,160.0,80+ GOLD,ATX,,1
850.0,ATX,180.0,80+ GOLD,SFX | SFX-L,,0
300.0,SFX,100.0,80+ BRONZE,ATX,,0
650.0,ATX,140.0,80+ BRONZE,ATX,200.0,1
500.0,ATX,165.0,80+,ATX,200.0,1
550.0,ATX,160.0,80+ PLATINUM,ATX,,1
750.0,ATX,160.0,80+ GOLD,ATX,220.0,1
750.0,SFX,100.0,80+ GOLD,ATX,180.0,0
500.0,SFX,100.0,80+ GOLD,ATX,220.0,0
850.0,SFX,100.0,80+ GOLD,ATX,200.0,0
750.0,ATX,140.0,80+ GOLD,SFX | SFX-L,,0
600.0,ATX,140.0,80+,SFX | SFX-L,,0
750.0,ATX,175.0,80+ BRONZE,ATX,160.0,0
300.0,SFX,100.0,80+ BRONZE,ATX,,0
850.0,ATX,160.0,80+ GOLD,ATX,150.0,0
850.0,ATX,140.0,80+ GOLD,SFX | SFX-L,,0
850.0,ATX,150.0,80+ GOLD,ATX,,1
850.0,SFX,104.0,80+ PLATINUM,ATX,,0
1000.0,ATX,175.0,80+ TITANIUM,SFX | SFX-L,,0
650.0,ATX,163.0,,ATX,,1
1300.0,SFX,100.0,80+ PLATINUM,ATX,223.0,0
750.0,ATX,140.0,80+ BRONZE,ATX,220.0,1
520.0,ATX,160.0,80+ PLATINUM,ATX,180.0,1
650.0,ATX,150.0,80+ GOLD,SFX | SFX-L,,0
1500.0,ATX,225.0,80+ TITANIUM,ATX,223.0,0
750.0,ATX,140.0,80+ BRONZE,ATX,220.0,1
860.0,ATX,150.0,80+ PLATINUM,Flex ATX,,0
750.0,ATX,,80+ SILVER,SFX | SFX-L,,0
1000.0,ATX,140.0,80+ GOLD,ATX,,1
750.0,ATX,140.0,80+ GOLD,ATX,,1
350.0,ATX,150.0,80+ BRONZE,ATX,220.0,1
550.0,ATX,140.0,80+ BRONZE,ATX,,1
850.0,ATX,170.0,80+ GOLD,Flex ATX,,0
750.0,SFX,100.0,80+ GOLD,ATX,220.0,0
750.0,ATX,160.0,80+ GOLD,ATX,220.0,1
650.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
750.0,ATX,150.0,80+ GOLD,SFX | SFX-L,,0
850.0,SFX,100.0,80+ PLATINUM,ATX,,0
550.0,ATX,160.0,80+ PLATINUM,ATX,,1
1200.0,ATX,200.0,80+ SILVER,ATX,160.0,0
700.0,ATX,165.0,80+ BRONZE,ATX,210.0,1
1000.0,ATX,,80+ GOLD,ATX,180.0,1
750.0,ATX,180.0,80+ GOLD,SFX | SFX-L,,0
600.0,SFX,100.0,80+ PLATINUM,ATX,200.0,0
200.0,Mini-ITX,150.0,,ATX,,0
750.0,SFX,100.0,80+ GOLD,ATX,220.0,0
550.0,ATX,140.0,80+ BRONZE,ATX,250.0,1
650.0,ATX,149.0,80+ GOLD,SFX | SFX-L,,0
1000.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
1000.0,ATX,176.0,80+ GOLD,ATX,200.0,1
850.0,SFX,100.0,80+ GOLD,ATX,160.0,0
700.0,ATX,160.0,,ATX,220.0,1
600.0,ATX,140.0,80+ GOLD,ATX,210.0,1
1200.0,ATX,130.0,80+ PLATINUM,ATX,,1
550.0,ATX,170.0,80+ PLATINUM,SFX | SFX-L,,0
1000.0,ATX,170.0,80+ PLATINUM,SFX | SFX-L,,0
400.0,ATX,139.0,80+,ATX,223.0,1
760.0,ATX,160.0,80+ PLATINUM,ATX,180.0,1
650.0,ATX,140.0,80+ GOLD,ATX,220.0,1
750.0,ATX,140.0,80+ BRONZE,ATX,220.0,1
1100.0,SFX,100.0,80+ PLATINUM,ATX,,0
1050.0,ATX,,80+ SILVER,ATX | SFX | SFX-L,220.0,1
750.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
850.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
1250.0,ATX,180.0,80+ GOLD,ATX,,1
750.0,ATX,150.0,80+ GOLD,ATX,180.0,1
850.0,ATX,175.0,80+ BRONZE,SFX | SFX-L,,0
550.0,ATX,165.0,80+ BRONZE,ATX,220.0,1
1000.0,ATX,175.0,80+ GOLD,ATX,160.0,0
550.0,ATX,140.0,,ATX,220.0,1
2000.0,ATX,200.0,80+ GOLD,ATX,180.0,0
300.0,TFX,175.0,80+ GOLD,ATX,220.0,0
850.0,SFX,100.0,80+ PLATINUM,ATX,223.0,0
300.0,SFX,100.0,80+,ATX,220.0,0
500.0,SFX,130.0,80+ GOLD,ATX,180.0,0
1000.0,ATX,190.0,80+ GOLD,SFX | SFX-L,,0
550.0,SFX,100.0,80+ GOLD,ATX,180.0,0
850.0,ATX,160.0,80+ GOLD,ATX,,1
750.0,ATX,160.0,80+ GOLD,ATX,250.0,1
550.0,ATX,140.0,80+ BRONZE,ATX,200.0,1
500.0,ATX,140.0,80+ PLATINUM,ATX,,1
600.0,SFX,100.0,80+ GOLD,ATX,200.0,0
750.0,SFX,100.0,80+ GOLD,ATX,220.0,0
450.0,SFX,100.0,80+ BRONZE,ATX,220.0,0
1100.0,SFX,100.0,80+ PLATINUM,ATX,182.0,0
600.0,Flex ATX,150.0,,ATX,200.0,0
700.0,ATX,180.0,80+ GOLD,SFX | SFX-L,,0
650.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
500.0,ATX,140.0,80+,ATX,220.0,1
550.0,ATX,165.0,80+ BRONZE,ATX,,1
600.0,ATX,140.0,,ATX,220.0,1
1200.0,ATX,180.0,80+ PLATINUM,ATX,220.0,1
850.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
750.0,SFX,100.0,80+ GOLD,ATX,,0
850.0,SFX,100.0,80+ PLATINUM,ATX,220.0,0
400.0,ATX,140.0,80+,ATX,200.0,1
1600.0,ATX,200.0,80+ TITANIUM,ATX,250.0,1
620.0,ATX,162.0,80+ BRONZE,ATX,,1
850.0,ATX,140.0,80+ BRONZE,ATX,250.0,1
550.0,ATX,125.0,80+ BRONZE,ATX,,1
850.0,ATX,,80+ SILVER,ATX,220.0,1
650.0,SFX,125.0,80+ GOLD,ATX,,0
600.0,ATX,139.0,80+,ATX,,1
1050.0,ATX,160.0,80+ PLATINUM,SFX | SFX-L,,0
450.0,ATX,140.0,80+ BRONZE,ATX,220.0,1
1200.0,ATX,130.0,80+ PLATINUM,SFX | SFX-L,,0
600.0,Flex ATX,150.0,80+ PLATINUM,ATX,,0
660.0,ATX,150.0,80+ PLATINUM,ATX,,1
400.0,ATX,160.0,80+ BRONZE,SFX | SFX-L,,0
1000.0,ATX,170.0,80+ PLATINUM,ATX,220.0,1
400.0,ATX,140.0,,ATX | SFX | SFX-L,220.0,1
1200.0,ATX,190.0,80+ PLATINUM,ATX,160.0,0
300.0,TFX,,80+,ATX,200.0,0
750.0,ATX,,80+ GOLD,ATX,220.0,1
1200.0,ATX,160.0,80+ GOLD,ATX,220.0,1
850.0,ATX,201.0,80+ PLATINUM,ATX,180.0,0
450.0,ATX,140.0,80+ BRONZE,ATX,160.0,1
1000.0,SFX,100.0,80+ PLATINUM,ATX,,0
750.0,SFX,100.0,80+ GOLD,ATX,210.0,0
750.0,ATX,180.0,80+ BRONZE,ATX,180.0,1
500.0,SFX,130.0,80+ GOLD,ATX,220.0,0
300.0,Flex ATX,150.0,80+ GOLD,ATX,220.0,0
1000.0,ATX,180.0,80+ PLATINUM,ATX,180.0,1
550.0,ATX,139.0,80+ BRONZE,ATX,223.0,1
430.0,ATX,160.0,,ATX,,1
1200.0,ATX,140.0,80+ GOLD,ATX,,1
400.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
600.0,SFX,100.0,80+ GOLD,ATX,220.0,0
850.0,SFX,100.0,80+ GOLD,ATX,220.0,0
850.0,SFX,100.0,80+ PLATINUM,ATX,250.0,0
735.0,ATX,165.0,80+ BRONZE,ATX,160.0,0
800.0,ATX,165.0,80+ GOLD,ATX,180.0,1
750.0,ATX,180.0,80+ BRONZE,ATX,,1
650.0,ATX,160.0,80+ GOLD,ATX,210.0,1
300.0,SFX,100.0,80+ BRONZE,ATX,200.0,0
1000.0,ATX,165.0,80+ BRONZE,ATX,160.0,0
1100.0,SFX,100.0,80+ PLATINUM,ATX,,0
500.0,ATX,140.0,80+ BRONZE,SFX | SFX-L,,0
750.0,ATX,140.0,80+ PLATINUM,ATX,220.0,1
850.0,ATX,160.0,80+ BRONZE,ATX,,1
850.0,ATX,140.0,80+ GOLD,ATX,200.0,1
1000.0,ATX,150.0,80+ TITANIUM,SFX | SFX-L,,0
750.0,SFX,100.0,80+ GOLD,ATX,250.0,0
600.0,Flex ATX,150.0,,ATX,200.0,0
450.0,ATX,140.0,80+ BRONZE,Flex ATX,,0
750.0,SFX,125.0,80+ PLATINUM,ATX,,0
750.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
800.0,ATX,180.0,80+ TITANIUM,Flex ATX,,0
500.0,SFX,100.0,80+ BRONZE,ATX,200.0,0
675.0,ATX,160.0,,ATX,200.0,1
750.0,SFX,100.0,80+ GOLD,ATX,,0
750.0,SFX,100.0,80+ PLATINUM,ATX,160.0,0
600.0,ATX,140.0,80+ BRONZE,ATX,223.0,1
1500.0,ATX,225.0,80+ TITANIUM,ATX,160.0,0
850.0,ATX,160.0,80+ GOLD,ATX,,1
850.0,SFX,100.0,80+ PLATINUM,ATX,240.0,0
850.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
650.0,ATX,140.0,80+ GOLD,ATX,160.0,1
450.0,SFX,100.0,80+ BRONZE,ATX,220.0,0
500.0,SFX-L,125.0,80+ GOLD,ATX,,0
750.0,ATX,180.0,80+ GOLD,ATX,200.0,1
650.0,SFX,100.0,80+ PLATINUM,ATX,223.0,0
850.0,ATX,160.0,80+ GOLD,ATX,150.0,0
1000.0,ATX,140.0,,Flex ATX,,0
750.0,ATX,160.0,80+ GOLD,ATX,220.0,1
750.0,ATX,140.0,80+ PLATINUM,SFX | SFX-L,,0
1050.0,ATX,180.0,80+ PLATINUM,ATX,240.0,1
700.0,ATX,160.0,80+ GOLD,ATX,180.0,1
550.0,ATX,160.0,80+ GOLD,ATX,,1
650.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
1200.0,ATX,190.0,80+ PLATINUM,ATX,180.0,0
300.0,SFX,100.0,80+ BRONZE,ATX,,0
500.0,ATX,160.0,80+ BRONZE,ATX,220.0,1
760.0,ATX,150.0,80+ PLATINUM,ATX,180.0,1
600.0,ATX,160.0,80+ SILVER,ATX,265.0,1
500.0,ATX,160.0,80+ BRONZE,ATX,150.0,0
500.0,ATX,140.0,,ATX,,1
450.0,ATX,139.0,80+,ATX,180.0,1
850.0,SFX,100.0,80+ PLATINUM,ATX,220.0,0
550.0,ATX,170.0,80+ GOLD,ATX,220.0,1
750.0,SFX,100.0,80+ PLATINUM,ATX,180.0,0
650.0,ATX,160.0,80+ GOLD,ATX,240.0,1
850.0,ATX,140.0,80+ BRONZE,ATX,,1
750.0,ATX,160.0,80+ BRONZE,ATX,240.0,1
850.0,SFX,100.0,80+ GOLD,ATX,180.0,0
550.0,SFX,100.0,80+ GOLD,ATX,,0
350.0,TFX,175.0,80+ GOLD,ATX,,0
600.0,ATX,,80+ PLATINUM,ATX,220.0,1
450.0,ATX,140.0,,ATX,220.0,1
1000.0,ATX,150.0,80+ GOLD,ATX,220.0,1
1000.0,ATX,180.0,80+ GOLD,Flex ATX,,0
750.0,ATX,180.0,80+ BRONZE,Flex ATX,,0
750.0,SFX,104.0,80+ PLATINUM,ATX,160.0,0
850.0,ATX,160.0,80+ GOLD,ATX,240.0,1
550.0,ATX,160.0,80+ GOLD,SFX | SFX-L,,0
450.0,SFX,100.0,80+ BRONZE,ATX,220.0,0
650.0,ATX,140.0,,Flex ATX,,0
1200.0,ATX,190.0,80+ GOLD,ATX,,1
850.0,SFX,100.0,80+ GOLD,ATX,,0
650.0,ATX,170.0,80+ GOLD,ATX,,1
750.0,SFX,100.0,80+ PLATINUM,ATX,180.0,0
600.0,ATX,157.0,80+ BRONZE,ATX,220.0,1
700.0,ATX,165.0,80+ BRONZE,SFX | SFX-L,,0
1000.0,ATX,160.0,80+ PLATINUM,SFX | SFX-L,,0
500.0,ATX,157.0,80+ BRONZE,ATX,180.0,1
450.0,SFX,100.0,80+ BRONZE,ATX,180.0,0
750.0,ATX,140.0,80+ BRONZE,ATX,220.0,1
1200.0,ATX,180.0,80+ GOLD,ATX,180.0,1
1200.0,ATX,179.0,80+ PLATINUM,ATX,200.0,1
400.0,SFX,100.0,80+ BRONZE,ATX,200.0,0
750.0,ATX,160.0,80+ PLATINUM,ATX,180.0,1
1500.0,ATX,200.0,80+ TITANIUM,ATX,220.0,1
750.0,SFX,100.0,80+ PLATINUM,ATX,223.0,0
850.0,SFX,100.0,80+ GOLD,ATX,220.0,0
1200.0,ATX,140.0,80+ GOLD,SFX | SFX-L,,0
1000.0,ATX,180.0,80+ GOLD,ATX,220.0,1
600.0,SFX,100.0,80+ GOLD,ATX,200.0,0
550.0,ATX,139.0,80+ GOLD,ATX,220.0,1
300.0,TFX,175.0,80+ BRONZE,ATX,160.0,0
500.0,SFX,100.0,80+ BRONZE,ATX,180.0,0
450.0,ATX,140.0,80+ PLATINUM,ATX,,1
750.0,ATX,170.0,80+ BRONZE,ATX,250.0,1
350.0,TFX,175.0,80+ GOLD,ATX,210.0,0
750.0,ATX,139.0,80+ GOLD,Flex ATX,,0
1500.0,ATX,225.0,80+ TITANIUM,ATX,170.0,0
